ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
455,INT,Spells,8,"Detect Secret - a rare 1st level divination spell. It allows the user to notice illusions, traps, and other hidden and generally secret things within a certain range. What exactly constitutes a 'secret' is under debate, but it appears to differ on the caster's own interpretation of this word. The spell was created late in the Arcane Era by copying the powers from a Wand of Secrets.",,"Détection des secrets - rare sort de divination de niveau 1. Il permet à l'utilisateur de remarquer les illusions, pièges et autres choses cachées ou généralement secrètes dans un certain rayon. Ce qui constitue exactement un « secret » fait débat, mais cela semble dépendre de l'interprétation personnelle du mot par le lanceur. Le sort fut créé tard dans l'Ère arcanique en copiant les pouvoirs d'une Baguette des Secrets."
456,INT,"City, EM",15,"Embers - the currency of certain former dragon-colonies in Old Diminor. Made entirely in gold, which makes them quite valuable to this day.",,"Braises - monnaie de certaines anciennes colonies draconiques du Vieux Diminor. Entièrement faites d'or, ce qui les rend encore très précieuses aujourd'hui."
457,INT,"City, EM",12,Brimmarks - the currency of Bloodcity Bay and its subjects. They come in both paper form and soul-infused iron coins.,,Brimmarks - monnaie de Bloodcity Bay et de ses sujets. Ils existent à la fois sous forme papier et sous forme de pièces de fer infusées d'âmes.
458,INT,"City, EM",8,"Tends - the currency of the Freestrider Revolution. While Free Cities have multiple currencies, the magical paper money of Reeds is quickly growing into the most valuable across the Coast.",,"Tends - monnaie de la Révolution libre-marcheuse. Même si les Cités libres ont plusieurs monnaies, le papier-monnaie magique des Reeds devient rapidement l'une des devises les plus précieuses de la Côte."
459,INT,"City, EM",12,"Sigs - the currency of Thazen, during the Arcane Era. It's still in use in some places, but these magical crystalline discs are only supported by a handful of cities in Reeds.",,"Sigs - monnaie de Thazen pendant l'Ère arcanique. Elle est encore utilisée par endroits, mais ces disques cristallins magiques ne sont soutenus que par une poignée de cités des Reeds."
460,INT,City,7,"Penning - the currency of the Vyz-Kha Kingdoms, as well as several dwarven fiefdoms on the Undercoast. It is a commonly accepted coinage in Norvik.",,"Penning - monnaie des Royaumes de Vyz-Kha, ainsi que de plusieurs fiefs nains de la Sous-Côte. C'est une pièce couramment acceptée à Norvik."
461,INT,"City, EM",9,"Sol - the currency of the Golden Horde. A faintly self-glowing square coinage, a mixture of Amber and Gold.",,"Sol - monnaie de la Horde dorée. Pièce carrée faiblement lumineuse, mélange d'ambre et d'or."
462,INT,City,14,Jäänpala - the currency of the Illym Empire. Looks like a piece of ice. Very rare to see in Norvik.,,Jaanpala - monnaie de l'Empire d'Illym. Elle ressemble à un morceau de glace. Très rare à voir à Norvik.
463,WIS,Geography,10,Azgal Folkhem Forge - the name of the official Undercoast state ruled by Azgal Ashmask and his Azgalists until his untimely fading.,,Forge populaire azgalienne - nom de l'État officiel de la Sous-Côte gouverné par Azgal Ashmask et ses azgalistes jusqu'à son effacement prématuré.
464,CHA,"Language, Politics",8,AFF - the Azgal Folkhem Forge. The dwarves' old Azgal underground empire.,,FPA - la Forge populaire azgalienne. L'ancien empire souterrain azgalien des nains.
465,DEX,"Politics, City",11,"High-Corporations - a series of Trade Companies that help spread the Freestrider ideals across the Coast. There are about a dozen of them currently, each run by a Trade Prince.",,"Hautes-Corporations - série de Compagnies commerciales qui aident à répandre les idéaux libre-marcheurs sur la Côte. Il en existe actuellement une douzaine, chacune dirigée par un Prince marchand."
466,DEX,Politics,13,"Trade Prince - a title afforded by the Free Cities to the executives within the High-Corporations. Essentially, one of the big players who run the show in Reeds.",,"Prince marchand - titre accordé par les Cités libres aux dirigeants des Hautes-Corporations. En gros, l'un des gros joueurs qui font tourner la boutique dans les Reeds."
467,DEX,History,12,"Moonwatch - the name of a High-Corporation in Thazen, Reeds. One of the largest industrial conglomerates across the Coast.",,"Moonwatch - nom d'une Haute-Corporation de Thazen, dans les Reeds. L'un des plus grands conglomérats industriels de la Côte."
468,INT,Esoterics,12,"Potion of Longevity - a very rare and powerful potion. It extends the drinkers natural lifespan. However, if too many of them are ingested, the side effects are legendarily bad. If current documentation is to be believed, they have not been brewed since the Arcane Era.",,"Potion de longévité - potion très rare et puissante. Elle prolonge la durée de vie naturelle de celui qui la boit. Cependant, si l'on en ingère trop, les effets secondaires sont légendairement mauvais. Si la documentation actuelle est fiable, on n'en a plus brassé depuis l'Ère arcanique."
469,INT,Esoterics,9,Iron Flask - a powerful magic item that can trap and store similarly powerful creatures.,,Fiole de fer - puissant objet magique capable de piéger et de stocker des créatures tout aussi puissantes.
470,INT,Esoterics,17,"Iron Door - the name of a legendary artifact crafted by Gate Era artificers. They are doors leading to nowhere, instead capturing any creature in a pocket dimension. They were used by the Beasts of Jor as cells for their most powerful prisoners.",,"Porte de fer - nom d'un artefact légendaire façonné par les artificiers de l'Ère des Portails. Ce sont des portes qui ne mènent nulle part, capturant plutôt toute créature dans une dimension de poche. Les Bêtes de Jor les utilisaient comme cellules pour leurs prisonniers les plus puissants."
471,INT,Spells,12,"True Resurrection - a ninth level legendary spell, capable of bringing anyone dead back to life, if you believe the legends. There are many different tales with different takes on the restrictions, but generally you cannot use it on a creature that has been dead for over two hundred years.",,"Résurrection suprême - sort légendaire de neuvième niveau, capable de ramener n'importe quel mort à la vie, si l'on croit les légendes. Il existe beaucoup de récits avec différentes versions de ses restrictions, mais en général on ne peut pas l'utiliser sur une créature morte depuis plus de deux cents ans."
472,WIS,"Esoterics, History",14,Great Whale - the mythical first creature Jor invited to join him on his newly created realm.,,Grande Baleine - mythique première créature que Jor invita à le rejoindre dans son royaume nouvellement créé.
473,CHA,Language,15,LOL - a street acronym. Means 'Lack of Ladies'. Usually derogatory.,,LOL - acronyme de rue. Signifie « Lack of Ladies ». Généralement péjoratif.
474,WIS,Esoterics,18,Eternal Float - you do not know what this is.,,Flotte éternelle - tu ne sais pas ce que c'est.
475,INT,Esoterics,12,"Stars - the occurrence of distant celestial bodies appearing upon the sky. If antesepalian witnesses are to be believed, many old-worlds had skies filled with thousands of these gleaming lights.",,"Étoiles - phénomène de corps célestes lointains apparaissant dans le ciel. Si l'on croit les témoins antesépalians, beaucoup d'anciens mondes avaient des ciels remplis de milliers de ces lumières scintillantes."
476,WIS,"Religion, EM",18,"Till - god of beasts, tannery, and trade among the Viking-folk of Old Diminor. She is seen as a forgotten god in the Post-War Era. Only very old Urthfolk invoke her name these days.",,"Till - déesse des bêtes, de la tannerie et du commerce chez les peuples vikings du Vieux Diminor. On la voit comme une déesse oubliée à l'Ère d'après-guerre. Seuls de très vieux Urthfolk invoquent encore son nom de nos jours."
477,INT,History,8,"Vikings - the folk of Old Diminor, who lived scattered among the western shores. Those few who survived the creation of the Curseland followed Urth to form the city of Norvik.",,"Vikings - peuples du Vieux Diminor, qui vivaient dispersés le long des rivages occidentaux. Les rares survivants de la création des Terres maudites suivirent Urth pour former la cité de Norvik."
478,WIS,"Religion, City",8,"Lord Patriarch - the commander of city forces and top cleric beneath Urth. The title is appointed by Urth. Currently Lord Âkesam holds the title, having led the city for the past thirty years. He is a withdrawn leader, over eighty years of age, and has put most power in the hands of the Magistrates.",,"Seigneur Patriarche - commandant des forces de la ville et plus haut clerc sous Urth. Le titre est nommé par Urth. Actuellement, le Seigneur Akesam porte ce titre, après avoir dirigé la ville pendant trente ans. C'est un dirigeant retiré, âgé de plus de quatre-vingts ans, qui a placé la majeure partie du pouvoir entre les mains des Magistrats."
479,STR,"Religion, City, Politics",9,"Âkesam - the Lord Patriarch of Norvik. The supposed face of the Nationalist Party, but due to his 'withdrawn' behavior, most campaigning is done by the Magistrates.",,"Akesam - le Seigneur Patriarche de Norvik. Visage supposé du Parti nationaliste, mais à cause de son comportement « retiré », l'essentiel de la campagne est mené par les Magistrats."
480,INT,"City, Politics",10,"Magistrate - five rulers of the five districts. They are the Coinlord, Homelord, Shieldlord, Foodlord, and Lawlord. Each has a unique role in the city's bureaucracy. Sometimes the titles switch between districts, but generally the Housing Districts holds the Homelord, and the Palace holds the Lawlord.",,"Magistrat - les cinq dirigeants des cinq districts. Ce sont le Seigneur-monnayeur, le Seigneur du foyer, le Seigneur-bouclier, le Seigneur des vivres et le Seigneur-loi. Chacun a un rôle unique dans la bureaucratie de la ville. Les titres changent parfois de district, mais en général le District du Logement détient le Seigneur du foyer, et le Palais détient le Seigneur-loi."
