ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
455,INT,Spells,8,"Détection des secrets - rare sort de divination de niveau 1. Il permet à l'utilisateur de remarquer les illusions, pièges et autres choses cachées ou généralement secrètes dans un certain rayon. Ce qui constitue exactement un « secret » fait débat, mais cela semble dépendre de l'interprétation personnelle du mot par le lanceur. Le sort fut créé tard dans l'Ère arcanique en copiant les pouvoirs d'une Baguette des Secrets.",,"Détection des secrets - rare sort de divination de niveau 1. Il permet à l'utilisateur de remarquer les illusions, pièges et autres choses cachées ou généralement secrètes dans un certain rayon. Ce qui constitue exactement un « secret » fait débat, mais cela semble dépendre de l'interprétation personnelle du mot par le lanceur. Le sort fut créé tard dans l'Ère arcanique en copiant les pouvoirs d'une Baguette des Secrets."
456,INT,"City, EM",15,"Braises - monnaie de certaines anciennes colonies draconiques du Vieux Diminor. Entièrement faites d'or, ce qui les rend encore très précieuses aujourd'hui.",,"Braises - monnaie de certaines anciennes colonies draconiques du Vieux Diminor. Entièrement faites d'or, ce qui les rend encore très précieuses aujourd'hui."
457,INT,"City, EM",12,Brimmarks - monnaie de Bloodcity Bay et de ses sujets. Ils existent à la fois sous forme papier et sous forme de pièces de fer infusées d'âmes.,,Brimmarks - monnaie de Bloodcity Bay et de ses sujets. Ils existent à la fois sous forme papier et sous forme de pièces de fer infusées d'âmes.
458,INT,"City, EM",8,"Tends - monnaie de la Révolution libre-marcheuse. Même si les Cités libres ont plusieurs monnaies, le papier-monnaie magique des Reeds devient rapidement l'une des devises les plus précieuses de la Côte.",,"Tends - monnaie de la Révolution libre-marcheuse. Même si les Cités libres ont plusieurs monnaies, le papier-monnaie magique des Reeds devient rapidement l'une des devises les plus précieuses de la Côte."
459,INT,"City, EM",12,"Sigs - monnaie de Thazen pendant l'Ère arcanique. Elle est encore utilisée par endroits, mais ces disques cristallins magiques ne sont soutenus que par une poignée de cités des Reeds.",,"Sigs - monnaie de Thazen pendant l'Ère arcanique. Elle est encore utilisée par endroits, mais ces disques cristallins magiques ne sont soutenus que par une poignée de cités des Reeds."
460,INT,City,7,"Penning - monnaie des Royaumes de Vyz-Kha, ainsi que de plusieurs fiefs nains de la Sous-Côte. C'est une pièce couramment acceptée à Norvik.",,"Penning - monnaie des Royaumes de Vyz-Kha, ainsi que de plusieurs fiefs nains de la Sous-Côte. C'est une pièce couramment acceptée à Norvik."
461,INT,"City, EM",9,"Sol - monnaie de la Horde dorée. Pièce carrée faiblement lumineuse, mélange d'ambre et d'or.",,"Sol - monnaie de la Horde dorée. Pièce carrée faiblement lumineuse, mélange d'ambre et d'or."
462,INT,City,14,Jaanpala - monnaie de l'Empire d'Illym. Elle ressemble à un morceau de glace. Très rare à voir à Norvik.,,Jaanpala - monnaie de l'Empire d'Illym. Elle ressemble à un morceau de glace. Très rare à voir à Norvik.
463,WIS,Geography,10,Forge populaire azgalienne - nom de l'État officiel de la Sous-Côte gouverné par Azgal Ashmask et ses azgalistes jusqu'à son effacement prématuré.,,Forge populaire azgalienne - nom de l'État officiel de la Sous-Côte gouverné par Azgal Ashmask et ses azgalistes jusqu'à son effacement prématuré.
464,CHA,"Language, Politics",8,FPA - la Forge populaire azgalienne. L'ancien empire souterrain azgalien des nains.,,FPA - la Forge populaire azgalienne. L'ancien empire souterrain azgalien des nains.
465,DEX,"Politics, City",11,"Hautes-Corporations - série de Compagnies commerciales qui aident à répandre les idéaux libre-marcheurs sur la Côte. Il en existe actuellement une douzaine, chacune dirigée par un Prince marchand.",,"Hautes-Corporations - série de Compagnies commerciales qui aident à répandre les idéaux libre-marcheurs sur la Côte. Il en existe actuellement une douzaine, chacune dirigée par un Prince marchand."
466,DEX,Politics,13,"Prince marchand - titre accordé par les Cités libres aux dirigeants des Hautes-Corporations. En gros, l'un des gros joueurs qui font tourner la boutique dans les Reeds.",,"Prince marchand - titre accordé par les Cités libres aux dirigeants des Hautes-Corporations. En gros, l'un des gros joueurs qui font tourner la boutique dans les Reeds."
467,DEX,History,12,"Moonwatch - nom d'une Haute-Corporation de Thazen, dans les Reeds. L'un des plus grands conglomérats industriels de la Côte.",,"Moonwatch - nom d'une Haute-Corporation de Thazen, dans les Reeds. L'un des plus grands conglomérats industriels de la Côte."
468,INT,Esoterics,12,"Potion de longévité - potion très rare et puissante. Elle prolonge la durée de vie naturelle de celui qui la boit. Cependant, si l'on en ingère trop, les effets secondaires sont légendairement mauvais. Si la documentation actuelle est fiable, on n'en a plus brassé depuis l'Ère arcanique.",,"Potion de longévité - potion très rare et puissante. Elle prolonge la durée de vie naturelle de celui qui la boit. Cependant, si l'on en ingère trop, les effets secondaires sont légendairement mauvais. Si la documentation actuelle est fiable, on n'en a plus brassé depuis l'Ère arcanique."
469,INT,Esoterics,9,Fiole de fer - puissant objet magique capable de piéger et de stocker des créatures tout aussi puissantes.,,Fiole de fer - puissant objet magique capable de piéger et de stocker des créatures tout aussi puissantes.
470,INT,Esoterics,17,"Porte de fer - nom d'un artefact légendaire façonné par les artificiers de l'Ère des Portails. Ce sont des portes qui ne mènent nulle part, capturant plutôt toute créature dans une dimension de poche. Les Bêtes de Jor les utilisaient comme cellules pour leurs prisonniers les plus puissants.",,"Porte de fer - nom d'un artefact légendaire façonné par les artificiers de l'Ère des Portails. Ce sont des portes qui ne mènent nulle part, capturant plutôt toute créature dans une dimension de poche. Les Bêtes de Jor les utilisaient comme cellules pour leurs prisonniers les plus puissants."
471,INT,Spells,12,"Résurrection suprême - sort légendaire de neuvième niveau, capable de ramener n'importe quel mort à la vie, si l'on croit les légendes. Il existe beaucoup de récits avec différentes versions de ses restrictions, mais en général on ne peut pas l'utiliser sur une créature morte depuis plus de deux cents ans.",,"Résurrection suprême - sort légendaire de neuvième niveau, capable de ramener n'importe quel mort à la vie, si l'on croit les légendes. Il existe beaucoup de récits avec différentes versions de ses restrictions, mais en général on ne peut pas l'utiliser sur une créature morte depuis plus de deux cents ans."
472,WIS,"Esoterics, History",14,Grande Baleine - mythique première créature que Jor invita à le rejoindre dans son royaume nouvellement créé.,,Grande Baleine - mythique première créature que Jor invita à le rejoindre dans son royaume nouvellement créé.
473,CHA,Language,15,LOL - acronyme de rue. Signifie « Lack of Ladies ». Généralement péjoratif.,,LOL - acronyme de rue. Signifie « Lack of Ladies ». Généralement péjoratif.
474,WIS,Esoterics,18,Flotte éternelle - tu ne sais pas ce que c'est.,,Flotte éternelle - tu ne sais pas ce que c'est.
475,INT,Esoterics,12,"Étoiles - phénomène de corps célestes lointains apparaissant dans le ciel. Si l'on croit les témoins antesépalians, beaucoup d'anciens mondes avaient des ciels remplis de milliers de ces lumières scintillantes.",,"Étoiles - phénomène de corps célestes lointains apparaissant dans le ciel. Si l'on croit les témoins antesépalians, beaucoup d'anciens mondes avaient des ciels remplis de milliers de ces lumières scintillantes."
476,WIS,"Religion, EM",18,"Till - déesse des bêtes, de la tannerie et du commerce chez les peuples vikings du Vieux Diminor. On la voit comme une déesse oubliée à l'Ère d'après-guerre. Seuls de très vieux Urthfolk invoquent encore son nom de nos jours.",,"Till - déesse des bêtes, de la tannerie et du commerce chez les peuples vikings du Vieux Diminor. On la voit comme une déesse oubliée à l'Ère d'après-guerre. Seuls de très vieux Urthfolk invoquent encore son nom de nos jours."
477,INT,History,8,"Vikings - peuples du Vieux Diminor, qui vivaient dispersés le long des rivages occidentaux. Les rares survivants de la création des Terres maudites suivirent Urth pour former la cité de Norvik.",,"Vikings - peuples du Vieux Diminor, qui vivaient dispersés le long des rivages occidentaux. Les rares survivants de la création des Terres maudites suivirent Urth pour former la cité de Norvik."
478,WIS,"Religion, City",8,"Seigneur Patriarche - commandant des forces de la ville et plus haut clerc sous Urth. Le titre est nommé par Urth. Actuellement, le Seigneur Akesam porte ce titre, après avoir dirigé la ville pendant trente ans. C'est un dirigeant retiré, âgé de plus de quatre-vingts ans, qui a placé la majeure partie du pouvoir entre les mains des Magistrats.",,"Seigneur Patriarche - commandant des forces de la ville et plus haut clerc sous Urth. Le titre est nommé par Urth. Actuellement, le Seigneur Akesam porte ce titre, après avoir dirigé la ville pendant trente ans. C'est un dirigeant retiré, âgé de plus de quatre-vingts ans, qui a placé la majeure partie du pouvoir entre les mains des Magistrats."
479,STR,"Religion, City, Politics",9,"Akesam - le Seigneur Patriarche de Norvik. Visage supposé du Parti nationaliste, mais à cause de son comportement « retiré », l'essentiel de la campagne est mené par les Magistrats.",,"Akesam - le Seigneur Patriarche de Norvik. Visage supposé du Parti nationaliste, mais à cause de son comportement « retiré », l'essentiel de la campagne est mené par les Magistrats."
480,INT,"City, Politics",10,"Magistrat - les cinq dirigeants des cinq districts. Ce sont le Seigneur-monnayeur, le Seigneur du foyer, le Seigneur-bouclier, le Seigneur des vivres et le Seigneur-loi. Chacun a un rôle unique dans la bureaucratie de la ville. Les titres changent parfois de district, mais en général le District du Logement détient le Seigneur du foyer, et le Palais détient le Seigneur-loi.",,"Magistrat - les cinq dirigeants des cinq districts. Ce sont le Seigneur-monnayeur, le Seigneur du foyer, le Seigneur-bouclier, le Seigneur des vivres et le Seigneur-loi. Chacun a un rôle unique dans la bureaucratie de la ville. Les titres changent parfois de district, mais en général le District du Logement détient le Seigneur du foyer, et le Palais détient le Seigneur-loi."
481,INT,"City, Politics",10,"Seigneur-monnayeur - Magistrat chargé de la frappe de monnaie, du commerce, du financement des travaux publics et des dîmes. Le poste est actuellement occupé par Nicholas Darrow dans le District de Tolstad.",,"Seigneur-monnayeur - Magistrat chargé de la frappe de monnaie, du commerce, du financement des travaux publics et des dîmes. Le poste est actuellement occupé par Nicholas Darrow dans le District de Tolstad."
482,INT,"City, Politics",8,"Seigneur du foyer - Magistrat chargé de la construction, des travaux publics, du logement, de la cartographie, ainsi que des égouts et des eaux. Le poste est actuellement occupé par Tondedral Soderfelt dans le District du Logement.",,"Seigneur du foyer - Magistrat chargé de la construction, des travaux publics, du logement, de la cartographie, ainsi que des égouts et des eaux. Le poste est actuellement occupé par Tondedral Soderfelt dans le District du Logement."
483,INT,"City, Politics",8,"Seigneur-bouclier - Magistrat chargé de l'industrie, des armureries, des défenses de la ville, des mines et du raffinage, ainsi que de l'allocation des ressources. Le poste est actuellement occupé par Eirik Jarn dans le District du Mur Nord.",,"Seigneur-bouclier - Magistrat chargé de l'industrie, des armureries, des défenses de la ville, des mines et du raffinage, ainsi que de l'allocation des ressources. Le poste est actuellement occupé par Eirik Jarn dans le District du Mur Nord."
484,INT,"City, Politics",8,"Seigneur des vivres - Magistrat chargé de l'agriculture, de la pêche, des réserves de la ville, des communautés rurales, des lois sur les pauvres, des normes de sécurité alimentaire et de l'organisation des festivals. Le poste est actuellement occupé par Yrkavol Trollmord dans le district de Dvargby.",,"Seigneur des vivres - Magistrat chargé de l'agriculture, de la pêche, des réserves de la ville, des communautés rurales, des lois sur les pauvres, des normes de sécurité alimentaire et de l'organisation des festivals. Le poste est actuellement occupé par Yrkavol Trollmord dans le district de Dvargby."
